Country;Date;Frequency;Fuel type;Type of vehicle;Value
Switzerland;2013;Annual;- Diesel (excluding hybrids);New lorries (vehicle wt over 3500 kg);3000.0
Switzerland;2017;Annual;- Diesel (excluding hybrids);New passenger cars;113800.0
Spain;2016;Annual;- Electricity;New passenger cars;3414.0
Spain;2017;Annual;- Electricity;New passenger cars;7175.0
Switzerland;2013;Annual;- Hybrid electric-diesel;New lorries (vehicle wt over 3500 kg);0.0
Switzerland;2013;Annual;- Hybrid electric-diesel;New passenger cars;1000.0
Spain;2017;Annual;- Compressed natural gas (CNG);New lorries (vehicle wt over 3500 kg);338.0
Switzerland;1997;Annual;Alternative (total);New passenger cars;70.0
Switzerland;2006;Annual;Alternative (total);New passenger cars;3100.0
Switzerland;2008;Annual;Alternative (total);New passenger cars;5500.0
Switzerland;2009;Annual;Alternative (total);New passenger cars;5500.0
Switzerland;2018;Annual;Alternative (total);New passenger cars;6200.0
Switzerland;2008;Annual;Alternative (total);New motor coaches, buses and trolley buses;0.0
Switzerland;2012;Annual;Alternative (total);New motor coaches, buses and trolley buses;200.0
Switzerland;2014;Annual;Alternative (total);New motor coaches, buses and trolley buses;0.0
Spain;2017;Annual;- Liquefied natural gas (LNG);New motor coaches, buses and trolley buses;0.0
Spain;2015;Annual;- Liquefied natural gas (LNG);New light goods vehicles;6.0
Spain;2016;Annual;- Liquefied natural gas (LNG);New light goods vehicles;1.0
Spain;2015;Annual;- LPG;New passenger cars;2337.0
Spain;2016;Annual;- LPG;New passenger cars;1445.0
Spain;2017;Annual;- LPG;New passenger cars;4079.0
Spain;1996;Annual;- LPG;New motor coaches, buses and trolley buses;0.0
Spain;1999;Annual;- LPG;New motor coaches, buses and trolley buses;0.0
Spain;2000;Annual;- LPG;New motor coaches, buses and trolley buses;0.0
Spain;2014;Annual;- LPG;New motor coaches, buses and trolley buses;0.0
Spain;2015;Annual;- LPG;New motor coaches, buses and trolley buses;0.0
Spain;2017;Annual;- LPG;New motor coaches, buses and trolley buses;0.0
Spain;2017;Annual;- Biodiesel;New light goods vehicles;0.0
Switzerland;2002;Annual;- Electricity;New passenger cars;75.0
Switzerland;2003;Annual;- Electricity;New passenger cars;18.0
Switzerland;2008;Annual;- Electricity;New passenger cars;0.0
Switzerland;2014;Annual;- Electricity;New passenger cars;1900.0
Switzerland;2016;Annual;- Electricity;New passenger cars;3500.0
Switzerland;2005;Annual;- Electricity;New light goods vehicles;11.0
Switzerland;2006;Annual;- Electricity;New light goods vehicles;0.0
Switzerland;2007;Annual;- Electricity;New light goods vehicles;0.0
Switzerland;2016;Annual;- Electricity;New light goods vehicles;200.0
Switzerland;2017;Annual;- Electricity;New light goods vehicles;200.0
Switzerland;2015;Annual;- Compressed natural gas (CNG);New lorries (vehicle wt over 3500 kg);0.0
Switzerland;2018;Annual;- Compressed natural gas (CNG);New lorries (vehicle wt over 3500 kg);0.0
Spain;2014;Annual;- Biodiesel;New road tractors;0.0
Spain;2016;Annual;- Biodiesel;New road tractors;0.0
Spain;2017;Annual;- Biodiesel;New road tractors;0.0
Switzerland;2013;Annual;- Compressed natural gas (CNG);New motor coaches, buses and trolley buses;0.0
Switzerland;2015;Annual;- Compressed natural gas (CNG);New motor coaches, buses and trolley buses;0.0
Switzerland;2006;Annual;- Compressed natural gas (CNG);New light goods vehicles;0.0
Switzerland;2010;Annual;- Compressed natural gas (CNG);New light goods vehicles;0.0
Switzerland;2013;Annual;- Liquefied natural gas (LNG);New lorries (vehicle wt over 3500 kg);0.0
Switzerland;2014;Annual;- Liquefied natural gas (LNG);New lorries (vehicle wt over 3500 kg);0.0
Switzerland;2017;Annual;- Liquefied natural gas (LNG);New lorries (vehicle wt over 3500 kg);0.0
Spain;2014;Annual;- Hydrogen and fuel cells;New motor coaches, buses and trolley buses;0.0
Sweden;2013;Annual;Total;New lorries (vehicle wt over 3500 kg);4657.0
Sweden;2016;Annual;Total;New lorries (vehicle wt over 3500 kg);6105.0
Sweden;2017;Annual;Total;New lorries (vehicle wt over 3500 kg);6065.0
Switzerland;2017;Annual;- Biodiesel;New lorries (vehicle wt over 3500 kg);0.0
Sweden;1993;Annual;Total;New passenger cars;127738.0
Sweden;1996;Annual;Total;New passenger cars;200154.0
Sweden;2003;Annual;Total;New passenger cars;293035.0
Sweden;2017;Annual;Total;New passenger cars;392717.0
Sweden;1997;Annual;Total;New road tractors;626.0
Sweden;2010;Annual;Total;New road tractors;996.0
Sweden;2013;Annual;Total;New road tractors;878.0
Switzerland;2014;Annual;- Biodiesel;New passenger cars;0.0
Switzerland;2016;Annual;- Biodiesel;New passenger cars;0.0
Switzerland;2017;Annual;- Biodiesel;New passenger cars;0.0
Switzerland;2018;Annual;- Biodiesel;New passenger cars;0.0
The former Yugoslav Republic of Macedonia;1993;Annual;Total;New passenger cars;8361.0
The former Yugoslav Republic of Macedonia;1999;Annual;Total;New passenger cars;9840.0
The former Yugoslav Republic of Macedonia;2001;Annual;Total;New passenger cars;4755.0
The former Yugoslav Republic of Macedonia;2016;Annual;Total;New passenger cars;30423.0
The former Yugoslav Republic of Macedonia;1995;Annual;Total;New road tractors;51.0
The former Yugoslav Republic of Macedonia;1996;Annual;Total;New road tractors;67.0
The former Yugoslav Republic of Macedonia;2005;Annual;Total;New road tractors;270.0
The former Yugoslav Republic of Macedonia;2010;Annual;Total;New road tractors;518.0
Turkey;2015;Annual;Total;New lorries (vehicle wt over 3500 kg);23540.0
Turkey;1993;Annual;Total;New road tractors;981.0
Turkey;1996;Annual;Total;New road tractors;2776.0
Turkey;2009;Annual;Total;New road tractors;5433.0
Turkey;2014;Annual;Total;New road tractors;18357.0
Sweden;2014;Annual;Petrol;New lorries (vehicle wt over 3500 kg);33.0
Sweden;2015;Annual;Petrol;New lorries (vehicle wt over 3500 kg);16.0
Sweden;2017;Annual;Petrol;New lorries (vehicle wt over 3500 kg);16.0
Sweden;1994;Annual;Petrol;New light goods vehicles;5808.0
Sweden;1996;Annual;Petrol;New light goods vehicles;9387.0
Sweden;2000;Annual;Petrol;New light goods vehicles;8993.0
Sweden;2004;Annual;Petrol;New light goods vehicles;4640.0
Sweden;2013;Annual;Petrol;New light goods vehicles;1072.0
Sweden;2014;Annual;Petrol;New light goods vehicles;1532.0
Sweden;2014;Annual;- Petrol (excluding hybrids);New lorries (vehicle wt over 3500 kg);33.0
Sweden;2017;Annual;- Petrol (excluding hybrids);New light goods vehicles;1499.0
Turkey;2009;Annual;Petrol;New passenger cars;199769.0
Turkey;2010;Annual;Petrol;New passenger cars;213082.0
Turkey;2016;Annual;- Hybrid electric-petrol;New passenger cars;138.0
Turkey;2010;Annual;Diesel;New passenger cars;257720.0
Turkey;2015;Annual;Diesel;New passenger cars;462191.0
Turkey;2004;Annual;Diesel;New motor coaches, buses and trolley buses;31244.0
Turkey;2005;Annual;Diesel;New motor coaches, buses and trolley buses;42917.0
Turkey;2006;Annual;Diesel;New motor coaches, buses and trolley buses;38789.0
Turkey;2009;Annual;Diesel;New motor coaches, buses and trolley buses;18328.0
Turkey;2015;Annual;Diesel;New motor coaches, buses and trolley buses;36160.0
Turkey;2013;Annual;- Diesel (excluding hybrids);New motor coaches, buses and trolley buses;33978.0
Turkey;2014;Annual;- Diesel (excluding hybrids);New motor coaches, buses and trolley buses;27870.0
Sweden;2013;Annual;- Hybrid electric-petrol;New light goods vehicles;7.0
Sweden;2016;Annual;- Plug-in hybrid petrol-electric;New passenger cars;8964.0
Sweden;2016;Annual;Diesel;New lorries (vehicle wt over 3500 kg);5921.0
Sweden;2017;Annual;Diesel;New lorries (vehicle wt over 3500 kg);5921.0
Sweden;2000;Annual;Diesel;New passenger cars;27720.0
Sweden;2002;Annual;Diesel;New passenger cars;18161.0
Sweden;2003;Annual;Diesel;New passenger cars;21096.0
Sweden;2014;Annual;- Diesel (excluding hybrids);New lorries (vehicle wt over 3500 kg);4725.0
Turkey;2017;Annual;- Hybrid electric-diesel;New passenger cars;9.0
Turkey;2016;Annual;- Hybrid electric-diesel;New road tractors;0.0
Turkey;2017;Annual;- Hybrid electric-diesel;New road tractors;0.0
Sweden;2014;Annual;- Hybrid electric-diesel;New motor coaches, buses and trolley buses;3.0
Sweden;2016;Annual;- Hybrid electric-diesel;New motor coaches, buses and trolley buses;0.0
Turkey;2012;Annual;Alternative (total);New lorries (vehicle wt over 3500 kg);10.0
Turkey;2015;Annual;Alternative (total);New lorries (vehicle wt over 3500 kg);1532.0
Turkey;2011;Annual;Alternative (total);New passenger cars;11560.0
Turkey;2012;Annual;Alternative (total);New passenger cars;12176.0
Turkey;2009;Annual;Alternative (total);New motor coaches, buses and trolley buses;520.0
Turkey;2016;Annual;Alternative (total);New motor coaches, buses and trolley buses;95.0
Turkey;2014;Annual;- Electricity;New light goods vehicles;46.0
Turkey;2014;Annual;- Compressed natural gas (CNG);New motor coaches, buses and trolley buses;251.0
Turkey;2009;Annual;- Compressed natural gas (CNG);New light goods vehicles;11.0
Sweden;2015;Annual;- Hybrid electric-diesel;New light goods vehicles;0.0
Sweden;2014;Annual;- Hybrid electric-diesel;New road tractors;0.0
Turkey;2017;Annual;- Liquefied natural gas (LNG);New light goods vehicles;0.0
Turkey;2017;Annual;- Liquefied natural gas (LNG);New road tractors;0.0
Turkey;2004;Annual;- LPG;New light goods vehicles;64.0
Turkey;2009;Annual;- LPG;New light goods vehicles;735.0
Turkey;2016;Annual;- LPG;New light goods vehicles;71.0
Turkey;2016;Annual;- Biodiesel;New road tractors;0.0
Sweden;2014;Annual;- Plug-in hybrid diesel-electric;New passenger cars;709.0
Sweden;2017;Annual;- Plug-in hybrid diesel-electric;New passenger cars;1115.0
Sweden;2016;Annual;- Plug-in hybrid diesel-electric;New motor coaches, buses and trolley buses;0.0
Sweden;2017;Annual;- Plug-in hybrid diesel-electric;New motor coaches, buses and trolley buses;0.0
Ukraine;1997;Annual;Total;New passenger cars;8619.0
United Kingdom;1993;Annual;Total;New passenger cars;1845714.0
United Kingdom;1998;Annual;Total;New passenger cars;2362589.0
United Kingdom;2001;Annual;Total;New passenger cars;2663288.0
United Kingdom;2003;Annual;Total;New passenger cars;2720096.0
United Kingdom;2007;Annual;Total;New passenger cars;2390000.0
Sweden;2013;Annual;Alternative (total);New lorries (vehicle wt over 3500 kg);151.0
Sweden;2014;Annual;Alternative (total);New lorries (vehicle wt over 3500 kg);90.0
Sweden;1994;Annual;Alternative (total);New passenger cars;31.0
Sweden;2006;Annual;Alternative (total);New passenger cars;348.0
Sweden;2010;Annual;Alternative (total);New passenger cars;42504.0
Sweden;2013;Annual;Alternative (total);New passenger cars;7610.0
United Kingdom;1995;Annual;Total;New motor coaches, buses and trolley buses;12281.0
United Kingdom;2002;Annual;Total;New motor coaches, buses and trolley buses;12737.0
United Kingdom;2003;Annual;Total;New motor coaches, buses and trolley buses;14289.0
United Kingdom;2008;Annual;Total;New motor coaches, buses and trolley buses;11670.0
United Kingdom;1997;Annual;Petrol;New passenger cars;1814865.0
United Kingdom;2000;Annual;Petrol;New passenger cars;2001417.0
United Kingdom;2003;Annual;Petrol;New passenger cars;1914153.0
United Kingdom;2011;Annual;Petrol;New passenger cars;924509.0
United Kingdom;2006;Annual;Petrol;New light goods vehicles;7260.0
United Kingdom;2011;Annual;Petrol;New light goods vehicles;3050.0
United Kingdom;2016;Annual;Petrol;New light goods vehicles;4805.0
United Kingdom;2017;Annual;Petrol;New light goods vehicles;5711.0
Sweden;2000;Annual;Alternative (total);New motor coaches, buses and trolley buses;69.0
Sweden;2005;Annual;Alternative (total);New motor coaches, buses and trolley buses;113.0
Sweden;2006;Annual;Alternative (total);New motor coaches, buses and trolley buses;286.0
Sweden;2009;Annual;Alternative (total);New motor coaches, buses and trolley buses;262.0
Sweden;2010;Annual;Alternative (total);New motor coaches, buses and trolley buses;489.0
Sweden;2016;Annual;Alternative (total);New motor coaches, buses and trolley buses;511.0
Sweden;2010;Annual;Alternative (total);New light goods vehicles;950.0
Sweden;2013;Annual;Alternative (total);New light goods vehicles;900.0
Sweden;2014;Annual;- Electricity;New lorries (vehicle wt over 3500 kg);0.0
Sweden;2003;Annual;- Electricity;New passenger cars;1.0
Sweden;2007;Annual;- Electricity;New passenger cars;2.0
Sweden;2008;Annual;- Electricity;New passenger cars;1.0
Sweden;2012;Annual;- Electricity;New passenger cars;264.0
Sweden;2015;Annual;- Electricity;New passenger cars;2916.0
United Kingdom;2009;Annual;Petrol;New road tractors;47.0
United Kingdom;2015;Annual;- Petrol (excluding hybrids);New light goods vehicles;4813.0
United Kingdom;2017;Annual;- Hybrid electric-petrol;New passenger cars;70123.0
Sweden;2017;Annual;- Electricity;New road tractors;0.0
Sweden;2015;Annual;- Compressed natural gas (CNG);New lorries (vehicle wt over 3500 kg);58.0
Sweden;2005;Annual;- Compressed natural gas (CNG);New light goods vehicles;103.0
Sweden;2015;Annual;- Compressed natural gas (CNG);New light goods vehicles;486.0
Sweden;2015;Annual;- Compressed natural gas (CNG);New road tractors;0.0
United Kingdom;1993;Annual;Diesel;New passenger cars;332021.0
United Kingdom;1998;Annual;Diesel;New passenger cars;339395.0
United Kingdom;2002;Annual;Diesel;New passenger cars;636795.0
United Kingdom;2009;Annual;Diesel;New passenger cars;815456.0
United Kingdom;2005;Annual;Diesel;New road tractors;32722.0
United Kingdom;2011;Annual;Diesel;New road tractors;17637.0
United Kingdom;2016;Annual;Diesel;New road tractors;19012.0
United Kingdom;2016;Annual;- Diesel (excluding hybrids);New motor coaches, buses and trolley buses;9882.0
United Kingdom;2016;Annual;- Hybrid electric-diesel;New passenger cars;1795.0
Sweden;2014;Annual;- Liquefied natural gas (LNG);New motor coaches, buses and trolley buses;0.0
Sweden;2016;Annual;- Liquefied natural gas (LNG);New motor coaches, buses and trolley buses;0.0
Sweden;2017;Annual;- Liquefied natural gas (LNG);New light goods vehicles;0.0
United Kingdom;2016;Annual;- Hybrid electric-diesel;New light goods vehicles;0.0
United Kingdom;2016;Annual;- Plug-in hybrid diesel-electric;New motor coaches, buses and trolley buses;0.0
United Kingdom;2017;Annual;- Plug-in hybrid diesel-electric;New motor coaches, buses and trolley buses;0.0
Sweden;2004;Annual;- LPG;New passenger cars;0.0
Sweden;2006;Annual;- LPG;New passenger cars;0.0
Sweden;2014;Annual;- LPG;New passenger cars;0.0
Sweden;2016;Annual;- LPG;New passenger cars;0.0
Sweden;2002;Annual;- LPG;New motor coaches, buses and trolley buses;0.0
United Kingdom;2015;Annual;Alternative (total);New light goods vehicles;947.0
United Kingdom;2016;Annual;Alternative (total);New light goods vehicles;1051.0
United Kingdom;1994;Annual;- Electricity;New passenger cars;0.0
United Kingdom;1995;Annual;- Electricity;New passenger cars;0.0
United Kingdom;1996;Annual;- Electricity;New passenger cars;0.0
United Kingdom;2002;Annual;- Electricity;New passenger cars;62.0
United Kingdom;2004;Annual;- Electricity;New passenger cars;90.0
United Kingdom;2009;Annual;- Electricity;New passenger cars;181.0
United Kingdom;2010;Annual;- Electricity;New light goods vehicles;246.0
United Kingdom;2015;Annual;- Electricity;New road tractors;3.0
Sweden;2003;Annual;- LPG;New light goods vehicles;0.0
Sweden;2006;Annual;- LPG;New light goods vehicles;1.0
Sweden;2011;Annual;- LPG;New light goods vehicles;0.0
