Country;Date;Frequency;Fuel type;Type of vehicle;Value
Moldova, Republic of;2000;Annual;Diesel;New motor coaches, buses and trolley buses;4.0
Moldova, Republic of;2009;Annual;Diesel;New motor coaches, buses and trolley buses;658.0
Moldova, Republic of;2017;Annual;Diesel;New motor coaches, buses and trolley buses;225.0
Moldova, Republic of;2009;Annual;Diesel;New light goods vehicles;10610.0
Moldova, Republic of;2012;Annual;Diesel;New light goods vehicles;9154.0
Serbia;2006;Annual;Total;New motor coaches, buses and trolley buses;170.0
Serbia;2007;Annual;Total;New motor coaches, buses and trolley buses;292.0
Serbia;2009;Annual;Total;New motor coaches, buses and trolley buses;90.0
Serbia;2010;Annual;Total;New motor coaches, buses and trolley buses;80.0
Serbia;2012;Annual;Total;New light goods vehicles;1279.0
Serbia;2009;Annual;Petrol;New passenger cars;20744.0
Serbia;2009;Annual;Petrol;New motor coaches, buses and trolley buses;4.0
Moldova, Republic of;2013;Annual;Alternative (total);New motor coaches, buses and trolley buses;3.0
Moldova, Republic of;2015;Annual;Alternative (total);New motor coaches, buses and trolley buses;0.0
Moldova, Republic of;2016;Annual;Alternative (total);New motor coaches, buses and trolley buses;0.0
Moldova, Republic of;2005;Annual;Alternative (total);New light goods vehicles;38.0
Moldova, Republic of;2011;Annual;Alternative (total);New light goods vehicles;10.0
Moldova, Republic of;2012;Annual;Alternative (total);New light goods vehicles;14.0
Serbia;2014;Annual;Diesel;New passenger cars;5831.0
Moldova, Republic of;1996;Annual;- Electricity;New passenger cars;0.0
Moldova, Republic of;2000;Annual;- Electricity;New passenger cars;0.0
Moldova, Republic of;2013;Annual;- Electricity;New passenger cars;0.0
Moldova, Republic of;2017;Annual;- Electricity;New passenger cars;37.0
Moldova, Republic of;1997;Annual;- LPG;New passenger cars;3.0
Moldova, Republic of;2005;Annual;- LPG;New passenger cars;483.0
Moldova, Republic of;2007;Annual;- LPG;New passenger cars;350.0
Moldova, Republic of;2010;Annual;- LPG;New passenger cars;71.0
Moldova, Republic of;2014;Annual;- LPG;New passenger cars;1204.0
Moldova, Republic of;2006;Annual;- LPG;New light goods vehicles;41.0
Moldova, Republic of;2011;Annual;- LPG;New light goods vehicles;2.0
Romania;1998;Annual;Total;New passenger cars;105986.0
Romania;2011;Annual;Total;New passenger cars;176555.0
Romania;1999;Annual;Total;New motor coaches, buses and trolley buses;185.0
Romania;2008;Annual;Total;New motor coaches, buses and trolley buses;7263.0
Serbia;2010;Annual;- Electricity;New motor coaches, buses and trolley buses;0.0
Serbia;2009;Annual;- Compressed natural gas (CNG);New passenger cars;0.0
Romania;1999;Annual;Total;New light goods vehicles;19081.0
Romania;2007;Annual;Total;New light goods vehicles;65826.0
Romania;2009;Annual;Total;New light goods vehicles;30495.0
Romania;2012;Annual;Alternative (total);New passenger cars;548.0
Romania;2013;Annual;Alternative (total);New passenger cars;1146.0
Romania;2015;Annual;Alternative (total);New passenger cars;2352.0
Romania;2013;Annual;- Electricity;New passenger cars;579.0
Romania;2012;Annual;- LPG;New passenger cars;62.0
Russian Federation;1997;Annual;Total;New passenger cars;1816638.0
Russian Federation;2014;Annual;Total;New passenger cars;2351033.0
Russian Federation;1996;Annual;Total;New motor coaches, buses and trolley buses;4884.0
Russian Federation;1998;Annual;Total;New motor coaches, buses and trolley buses;4834.0
Slovakia;1993;Annual;Total;New passenger cars;41694.0
Slovakia;1997;Annual;Total;New passenger cars;85551.0
Slovakia;2010;Annual;Total;New passenger cars;126663.0
Slovakia;2017;Annual;Total;New passenger cars;165652.0
Slovakia;1995;Annual;Total;New motor coaches, buses and trolley buses;277.0
Slovakia;1997;Annual;Total;New motor coaches, buses and trolley buses;188.0
Slovakia;2010;Annual;Total;New motor coaches, buses and trolley buses;818.0
Slovakia;1998;Annual;Total;New road tractors;1004.0
Slovakia;2000;Annual;Total;New road tractors;911.0
Slovakia;2004;Annual;Total;New road tractors;2493.0
Slovakia;2017;Annual;Total;New road tractors;4138.0
Slovenia;2002;Annual;Total;New passenger cars;52310.0
Slovenia;2003;Annual;Total;New passenger cars;55314.0
Slovenia;2007;Annual;Total;New passenger cars;67791.0
Slovenia;1993;Annual;Total;New road tractors;164.0
Slovenia;1995;Annual;Total;New road tractors;365.0
Slovenia;2001;Annual;Total;New road tractors;360.0
Slovenia;2015;Annual;Total;New road tractors;1356.0
San Marino;2003;Annual;Total;New passenger cars;2183.0
San Marino;2004;Annual;Total;New road tractors;10.0
San Marino;2004;Annual;Petrol;New light goods vehicles;5.0
Slovenia;2015;Annual;- Petrol (excluding hybrids);New passenger cars;29038.0
Slovenia;2018;Annual;- Diesel (excluding hybrids);New passenger cars;23877.0
Slovenia;2018;Annual;- Diesel (excluding hybrids);New motor coaches, buses and trolley buses;171.0
Slovenia;2000;Annual;Alternative (total);New passenger cars;168.0
Slovenia;2013;Annual;Alternative (total);New passenger cars;10.0
Slovenia;2016;Annual;Alternative (total);New passenger cars;881.0
Slovenia;2017;Annual;Alternative (total);New passenger cars;1838.0
Slovenia;2018;Annual;Alternative (total);New passenger cars;2401.0
Slovenia;2014;Annual;- Electricity;New road tractors;0.0
Slovenia;2017;Annual;- Electricity;New road tractors;0.0
Slovenia;1998;Annual;- Compressed natural gas (CNG);New motor coaches, buses and trolley buses;0.0
Slovenia;2016;Annual;- Compressed natural gas (CNG);New motor coaches, buses and trolley buses;36.0
San Marino;2003;Annual;Alternative (total);New passenger cars;2.0
San Marino;2004;Annual;Alternative (total);New passenger cars;1.0
Slovenia;1993;Annual;- LPG;New passenger cars;22.0
Slovenia;1995;Annual;- LPG;New passenger cars;43.0
Spain;2015;Annual;Total;New lorries (vehicle wt over 3500 kg);7617.0
Spain;1999;Annual;Total;New light goods vehicles;316926.0
Spain;2001;Annual;Total;New light goods vehicles;287441.0
Spain;2009;Annual;Total;New light goods vehicles;136433.0
Spain;2015;Annual;Total;New light goods vehicles;152356.0
Spain;1993;Annual;Total;New road tractors;3077.0
Spain;2002;Annual;Total;New road tractors;18423.0
Spain;2006;Annual;Total;New road tractors;21106.0
Spain;2007;Annual;Total;New road tractors;23086.0
Spain;2010;Annual;Total;New road tractors;7196.0
Spain;2015;Annual;Total;New road tractors;19990.0
Spain;2017;Annual;Total;New road tractors;19734.0
Spain;1995;Annual;Petrol;New motor coaches, buses and trolley buses;0.0
Spain;2001;Annual;Petrol;New motor coaches, buses and trolley buses;0.0
Spain;2009;Annual;Petrol;New motor coaches, buses and trolley buses;10.0
Spain;2011;Annual;Petrol;New motor coaches, buses and trolley buses;15.0
Spain;2014;Annual;Petrol;New motor coaches, buses and trolley buses;7.0
Spain;2015;Annual;Petrol;New motor coaches, buses and trolley buses;7.0
Spain;1993;Annual;Petrol;New light goods vehicles;40994.0
Spain;1995;Annual;Petrol;New light goods vehicles;23893.0
Spain;2016;Annual;Petrol;New light goods vehicles;4597.0
Spain;1999;Annual;Petrol;New road tractors;0.0
Spain;2006;Annual;Petrol;New road tractors;75.0
Spain;2009;Annual;Petrol;New road tractors;28.0
Spain;2016;Annual;Petrol;New road tractors;1.0
Spain;2017;Annual;Petrol;New road tractors;0.0
San Marino;2004;Annual;- Electricity;New light goods vehicles;0.0
Spain;2017;Annual;- Petrol (excluding hybrids);New passenger cars;593242.0
Spain;2016;Annual;- Hybrid electric-petrol;New lorries (vehicle wt over 3500 kg);0.0
Spain;2017;Annual;- Hybrid electric-petrol;New lorries (vehicle wt over 3500 kg);0.0
Spain;2014;Annual;- Hybrid electric-petrol;New passenger cars;8070.0
Spain;2016;Annual;- Hybrid electric-petrol;New passenger cars;30407.0
Spain;1998;Annual;Diesel;New light goods vehicles;246433.0
Spain;2007;Annual;Diesel;New light goods vehicles;383179.0
Spain;2008;Annual;Diesel;New light goods vehicles;213334.0
Spain;2011;Annual;Diesel;New light goods vehicles;128946.0
Spain;2014;Annual;Diesel;New light goods vehicles;115202.0
San Marino;2004;Annual;- LPG;New passenger cars;1.0
Spain;2001;Annual;Diesel;New road tractors;19026.0
Spain;2012;Annual;Diesel;New road tractors;9588.0
Spain;2014;Annual;Diesel;New road tractors;14379.0
Spain;2015;Annual;Diesel;New road tractors;19956.0
Spain;2014;Annual;- Diesel (excluding hybrids);New motor coaches, buses and trolley buses;2042.0
Spain;2017;Annual;- Diesel (excluding hybrids);New motor coaches, buses and trolley buses;3520.0
Serbia;2010;Annual;Total;New passenger cars;28951.0
Serbia;2006;Annual;Total;New road tractors;250.0
Serbia;2007;Annual;Total;New road tractors;567.0
Spain;1994;Annual;Alternative (total);New light goods vehicles;0.0
Spain;1997;Annual;Alternative (total);New light goods vehicles;0.0
Spain;2016;Annual;Alternative (total);New light goods vehicles;1445.0
Spain;1999;Annual;- Electricity;New motor coaches, buses and trolley buses;0.0
Spain;2014;Annual;- Electricity;New motor coaches, buses and trolley buses;11.0
Spain;2017;Annual;- Electricity;New motor coaches, buses and trolley buses;39.0
Spain;2015;Annual;- Electricity;New light goods vehicles;638.0
Serbia;2009;Annual;Petrol;New light goods vehicles;420.0
Serbia;2010;Annual;Petrol;New light goods vehicles;229.0
Serbia;2013;Annual;Petrol;New light goods vehicles;168.0
Serbia;2009;Annual;Diesel;New light goods vehicles;1572.0
Serbia;2009;Annual;Diesel;New road tractors;97.0
Spain;2015;Annual;- Compressed natural gas (CNG);New passenger cars;165.0
Spain;2016;Annual;- Compressed natural gas (CNG);New passenger cars;405.0
Spain;2017;Annual;- Compressed natural gas (CNG);New passenger cars;1310.0
Spain;1996;Annual;- Compressed natural gas (CNG);New motor coaches, buses and trolley buses;0.0
Spain;1997;Annual;- Compressed natural gas (CNG);New motor coaches, buses and trolley buses;0.0
Spain;2014;Annual;- Compressed natural gas (CNG);New motor coaches, buses and trolley buses;44.0
Spain;2017;Annual;- Compressed natural gas (CNG);New motor coaches, buses and trolley buses;320.0
Serbia;2009;Annual;Alternative (total);New passenger cars;940.0
Serbia;2012;Annual;Alternative (total);New light goods vehicles;381.0
Serbia;2013;Annual;Alternative (total);New light goods vehicles;338.0
Spain;2015;Annual;- Liquefied natural gas (LNG);New lorries (vehicle wt over 3500 kg);1.0
Spain;2016;Annual;- Liquefied natural gas (LNG);New lorries (vehicle wt over 3500 kg);20.0
Spain;2014;Annual;- LPG;New lorries (vehicle wt over 3500 kg);0.0
Spain;2014;Annual;- LPG;New road tractors;0.0
Spain;2015;Annual;- LPG;New road tractors;0.0
Spain;2016;Annual;- LPG;New road tractors;0.0
Spain;2017;Annual;- Biodiesel;New passenger cars;0.0
Slovakia;1996;Annual;Total;New light goods vehicles;6870.0
Slovakia;1998;Annual;Total;New light goods vehicles;9044.0
Slovakia;1999;Annual;Total;New light goods vehicles;7146.0
Slovakia;2007;Annual;Total;New light goods vehicles;29317.0
Slovakia;2012;Annual;Total;New light goods vehicles;12558.0
Slovakia;2014;Annual;Total;New light goods vehicles;13534.0
Slovakia;2017;Annual;Total;New light goods vehicles;18682.0
Slovenia;1994;Annual;Total;New motor coaches, buses and trolley buses;110.0
Slovenia;1995;Annual;Total;New motor coaches, buses and trolley buses;82.0
Slovenia;1996;Annual;Total;New motor coaches, buses and trolley buses;79.0
Slovenia;1999;Annual;Total;New motor coaches, buses and trolley buses;152.0
Slovenia;2000;Annual;Total;New motor coaches, buses and trolley buses;123.0
Slovenia;2002;Annual;Total;New motor coaches, buses and trolley buses;92.0
Slovenia;2003;Annual;Total;New motor coaches, buses and trolley buses;131.0
Slovenia;2006;Annual;Total;New motor coaches, buses and trolley buses;153.0
Sweden;2000;Annual;Total;New motor coaches, buses and trolley buses;1463.0
Sweden;2001;Annual;Total;New motor coaches, buses and trolley buses;1179.0
Sweden;2014;Annual;Total;New motor coaches, buses and trolley buses;1414.0
Sweden;1995;Annual;Total;New light goods vehicles;14139.0
Sweden;1998;Annual;Total;New light goods vehicles;30628.0
Sweden;1999;Annual;Total;New light goods vehicles;33931.0
Sweden;2002;Annual;Total;New light goods vehicles;34212.0
Sweden;2010;Annual;Total;New light goods vehicles;42965.0
Sweden;2012;Annual;Total;New light goods vehicles;45080.0
Sweden;2017;Annual;Total;New light goods vehicles;57231.0
Sweden;1999;Annual;Petrol;New passenger cars;298374.0
Sweden;2000;Annual;Petrol;New passenger cars;315229.0
Sweden;2002;Annual;Petrol;New passenger cars;262364.0
Sweden;2009;Annual;Petrol;New passenger cars;127344.0
Sweden;2010;Annual;Petrol;New passenger cars;111947.0
Sweden;2011;Annual;Petrol;New passenger cars;109353.0
Sweden;2016;Annual;Petrol;New passenger cars;177903.0
Sweden;1994;Annual;Petrol;New motor coaches, buses and trolley buses;103.0
Sweden;1996;Annual;Petrol;New motor coaches, buses and trolley buses;201.0
Sweden;2005;Annual;Petrol;New motor coaches, buses and trolley buses;0.0
Sweden;2013;Annual;Petrol;New motor coaches, buses and trolley buses;4.0
Sweden;2014;Annual;Petrol;New motor coaches, buses and trolley buses;2.0
Slovenia;1997;Annual;Total;New light goods vehicles;3503.0
Slovenia;2004;Annual;Total;New light goods vehicles;4887.0
Slovenia;2008;Annual;Total;New light goods vehicles;8081.0
Slovenia;1996;Annual;Petrol;New passenger cars;56859.0
Slovenia;2001;Annual;Petrol;New passenger cars;46149.0
Slovenia;2002;Annual;Petrol;New passenger cars;36379.0
Slovenia;2007;Annual;Petrol;New passenger cars;38584.0
Slovenia;2009;Annual;Petrol;New passenger cars;37442.0
Slovenia;2010;Annual;Petrol;New passenger cars;38173.0
Slovenia;2011;Annual;Petrol;New passenger cars;34042.0
Slovenia;2017;Annual;Petrol;New passenger cars;38229.0
Slovenia;2018;Annual;Petrol;New passenger cars;48240.0
Sweden;2012;Annual;Petrol;New road tractors;0.0
Sweden;2014;Annual;- Petrol (excluding hybrids);New passenger cars;116519.0
Sweden;2016;Annual;- Hybrid electric-petrol;New passenger cars;13621.0
Slovenia;1996;Annual;Petrol;New motor coaches, buses and trolley buses;0.0
Slovenia;1999;Annual;Petrol;New motor coaches, buses and trolley buses;2.0
Slovenia;2010;Annual;Petrol;New motor coaches, buses and trolley buses;0.0
Slovenia;2014;Annual;Petrol;New motor coaches, buses and trolley buses;0.0
Slovenia;2017;Annual;Petrol;New motor coaches, buses and trolley buses;0.0
Slovenia;2000;Annual;Petrol;New light goods vehicles;723.0
Slovenia;2005;Annual;Petrol;New light goods vehicles;308.0
Slovenia;2012;Annual;Petrol;New light goods vehicles;173.0
Slovenia;1998;Annual;Petrol;New road tractors;6.0
Slovenia;1999;Annual;Petrol;New road tractors;8.0
Slovenia;2002;Annual;Petrol;New road tractors;1.0
Slovenia;2014;Annual;Petrol;New road tractors;0.0
Slovenia;2017;Annual;Petrol;New road tractors;0.0
Slovenia;1994;Annual;Diesel;New passenger cars;1582.0
Slovenia;2007;Annual;Diesel;New passenger cars;29199.0
Slovenia;2010;Annual;Diesel;New passenger cars;22599.0
Slovenia;2011;Annual;Diesel;New passenger cars;25770.0
Slovenia;2016;Annual;Diesel;New passenger cars;32589.0
Sweden;1995;Annual;Diesel;New motor coaches, buses and trolley buses;795.0
Sweden;2004;Annual;Diesel;New motor coaches, buses and trolley buses;994.0
Sweden;2014;Annual;Diesel;New motor coaches, buses and trolley buses;1004.0
Sweden;2016;Annual;Diesel;New motor coaches, buses and trolley buses;849.0
Sweden;1997;Annual;Diesel;New light goods vehicles;17491.0
Sweden;2002;Annual;Diesel;New light goods vehicles;27833.0
Sweden;2004;Annual;Diesel;New light goods vehicles;32335.0
Sweden;2008;Annual;Diesel;New light goods vehicles;41713.0
Sweden;2010;Annual;Diesel;New light goods vehicles;39885.0
Sweden;2012;Annual;Diesel;New light goods vehicles;42608.0
Sweden;2016;Annual;Diesel;New light goods vehicles;50921.0
Sweden;2000;Annual;Diesel;New road tractors;804.0
Sweden;2001;Annual;Diesel;New road tractors;715.0
Sweden;2011;Annual;Diesel;New road tractors;1180.0
Sweden;2017;Annual;Diesel;New road tractors;1417.0
Sweden;2014;Annual;- Diesel (excluding hybrids);New passenger cars;188028.0
Sweden;2017;Annual;- Diesel (excluding hybrids);New motor coaches, buses and trolley buses;940.0
Sweden;2014;Annual;- Hybrid electric-diesel;New lorries (vehicle wt over 3500 kg);4.0
Slovenia;1995;Annual;Diesel;New motor coaches, buses and trolley buses;80.0
Slovenia;2007;Annual;Diesel;New motor coaches, buses and trolley buses;148.0
Slovenia;2009;Annual;Diesel;New motor coaches, buses and trolley buses;134.0
Slovenia;2002;Annual;Diesel;New light goods vehicles;3602.0
Slovenia;2005;Annual;Diesel;New light goods vehicles;4808.0
Slovenia;2006;Annual;Diesel;New light goods vehicles;6324.0
Slovenia;2008;Annual;Diesel;New light goods vehicles;7538.0
Slovenia;2012;Annual;Diesel;New light goods vehicles;5756.0
Slovenia;2015;Annual;- Diesel (excluding hybrids);New road tractors;1356.0
Slovenia;1993;Annual;Alternative (total);New motor coaches, buses and trolley buses;0.0
Slovenia;1999;Annual;Alternative (total);New motor coaches, buses and trolley buses;2.0
Slovenia;2017;Annual;Alternative (total);New motor coaches, buses and trolley buses;0.0
Slovenia;2000;Annual;Alternative (total);New light goods vehicles;65.0
Slovenia;2007;Annual;Alternative (total);New light goods vehicles;16.0
Slovenia;2012;Annual;Alternative (total);New light goods vehicles;4.0
Sweden;2014;Annual;- Hybrid electric-diesel;New passenger cars;261.0
Sweden;2014;Annual;Alternative (total);New road tractors;0.0
Sweden;2008;Annual;- Electricity;New motor coaches, buses and trolley buses;0.0
Sweden;2012;Annual;- Electricity;New motor coaches, buses and trolley buses;2.0
Sweden;2016;Annual;- Electricity;New motor coaches, buses and trolley buses;19.0
Sweden;2003;Annual;- Electricity;New light goods vehicles;4.0
Sweden;2009;Annual;- Electricity;New light goods vehicles;3.0
Sweden;2017;Annual;- Electricity;New light goods vehicles;474.0
Slovenia;1998;Annual;Alternative (total);New road tractors;4.0
Slovenia;2001;Annual;Alternative (total);New road tractors;7.0
Slovenia;2018;Annual;Alternative (total);New road tractors;0.0
Slovenia;1994;Annual;- Electricity;New passenger cars;0.0
Slovenia;2016;Annual;- Electricity;New passenger cars;151.0
Slovenia;1998;Annual;- Electricity;New motor coaches, buses and trolley buses;0.0
Slovenia;2014;Annual;- Electricity;New motor coaches, buses and trolley buses;0.0
Slovenia;2018;Annual;- Electricity;New motor coaches, buses and trolley buses;2.0
Slovenia;1993;Annual;- Electricity;New light goods vehicles;17.0
Slovenia;1994;Annual;- Electricity;New light goods vehicles;17.0
Slovenia;1995;Annual;- Electricity;New light goods vehicles;23.0
Slovenia;2001;Annual;- Electricity;New light goods vehicles;72.0
Slovenia;1998;Annual;- Compressed natural gas (CNG);New passenger cars;0.0
Slovenia;2018;Annual;- Compressed natural gas (CNG);New passenger cars;13.0
Slovenia;2014;Annual;- Liquefied natural gas (LNG);New road tractors;0.0
Slovenia;1996;Annual;- LPG;New motor coaches, buses and trolley buses;0.0
Slovenia;2002;Annual;- LPG;New motor coaches, buses and trolley buses;2.0
Slovenia;2017;Annual;- LPG;New motor coaches, buses and trolley buses;0.0
Sweden;1999;Annual;- Compressed natural gas (CNG);New passenger cars;0.0
Sweden;2000;Annual;- Compressed natural gas (CNG);New passenger cars;0.0
Sweden;2015;Annual;- Compressed natural gas (CNG);New passenger cars;886.0
Sweden;2005;Annual;- Compressed natural gas (CNG);New motor coaches, buses and trolley buses;112.0
Sweden;2007;Annual;- Compressed natural gas (CNG);New motor coaches, buses and trolley buses;92.0
Sweden;2012;Annual;- Compressed natural gas (CNG);New motor coaches, buses and trolley buses;312.0
Sweden;2017;Annual;- Compressed natural gas (CNG);New motor coaches, buses and trolley buses;299.0
Slovenia;1999;Annual;- LPG;New light goods vehicles;109.0
Slovenia;2001;Annual;- LPG;New light goods vehicles;72.0
Spain;2001;Annual;Total;New passenger cars;1498899.0
Spain;2006;Annual;Total;New passenger cars;1660627.0
Spain;2016;Annual;Total;New passenger cars;1230104.0
Spain;2017;Annual;Total;New passenger cars;1342011.0
Spain;2000;Annual;Total;New motor coaches, buses and trolley buses;3365.0
Spain;2001;Annual;Total;New motor coaches, buses and trolley buses;3503.0
Sweden;2014;Annual;- Liquefied natural gas (LNG);New lorries (vehicle wt over 3500 kg);0.0
Sweden;2015;Annual;- Liquefied natural gas (LNG);New lorries (vehicle wt over 3500 kg);0.0
Sweden;2015;Annual;- Liquefied natural gas (LNG);New road tractors;0.0
Sweden;2017;Annual;- Liquefied natural gas (LNG);New road tractors;0.0
Spain;1995;Annual;Petrol;New passenger cars;585950.0
Spain;2014;Annual;Petrol;New passenger cars;297176.0
Spain;2015;Annual;- Petrol (excluding hybrids);New lorries (vehicle wt over 3500 kg);17.0
Sweden;2013;Annual;- LPG;New road tractors;1.0
Sweden;2014;Annual;- LPG;New road tractors;0.0
Spain;2016;Annual;- Petrol (excluding hybrids);New light goods vehicles;4424.0
Spain;2016;Annual;- Plug-in hybrid petrol-electric;New passenger cars;18.0
Spain;2014;Annual;Diesel;New lorries (vehicle wt over 3500 kg);4954.0
Spain;2015;Annual;Diesel;New lorries (vehicle wt over 3500 kg);7560.0
Spain;1994;Annual;Diesel;New motor coaches, buses and trolley buses;1853.0
Spain;2000;Annual;Diesel;New motor coaches, buses and trolley buses;3365.0
Spain;2006;Annual;Diesel;New motor coaches, buses and trolley buses;3796.0
Sweden;2016;Annual;- Bioethanol;New light goods vehicles;0.0
Sweden;2017;Annual;- Bioethanol;New light goods vehicles;0.0
Sweden;2015;Annual;- Biodiesel;New passenger cars;1.0
Sweden;2016;Annual;- Biodiesel;New passenger cars;0.0
Sweden;2013;Annual;- Bi-fuel vehicles;New passenger cars;2545.0
Switzerland;2000;Annual;Total;New passenger cars;314482.0
Switzerland;2004;Annual;Total;New passenger cars;267476.0
Switzerland;2009;Annual;Total;New passenger cars;266500.0
Switzerland;2014;Annual;Total;New passenger cars;304100.0
Spain;2016;Annual;- Diesel (excluding hybrids);New lorries (vehicle wt over 3500 kg);8829.0
Spain;2014;Annual;- Diesel (excluding hybrids);New light goods vehicles;115202.0
Spain;2015;Annual;- Diesel (excluding hybrids);New light goods vehicles;148247.0
Switzerland;1994;Annual;Total;New motor coaches, buses and trolley buses;1656.0
Switzerland;2006;Annual;Total;New motor coaches, buses and trolley buses;600.0
Switzerland;2012;Annual;Total;New motor coaches, buses and trolley buses;700.0
Switzerland;2014;Annual;Total;New motor coaches, buses and trolley buses;700.0
Switzerland;2017;Annual;Total;New motor coaches, buses and trolley buses;900.0
Switzerland;1994;Annual;Total;New light goods vehicles;15748.0
Switzerland;1995;Annual;Total;New light goods vehicles;17569.0
Switzerland;2000;Annual;Total;New light goods vehicles;25526.0
Switzerland;2001;Annual;Total;New light goods vehicles;27221.0
Switzerland;2002;Annual;Total;New light goods vehicles;22845.0
Switzerland;2007;Annual;Total;New light goods vehicles;26700.0
Switzerland;2009;Annual;Total;New light goods vehicles;24700.0
Switzerland;1999;Annual;Petrol;New passenger cars;293896.0
Switzerland;2006;Annual;Petrol;New passenger cars;185800.0
Switzerland;2009;Annual;Petrol;New passenger cars;182200.0
Switzerland;2011;Annual;Petrol;New passenger cars;211500.0
Switzerland;1993;Annual;Petrol;New motor coaches, buses and trolley buses;629.0
Switzerland;1996;Annual;Petrol;New motor coaches, buses and trolley buses;551.0
Switzerland;2012;Annual;Petrol;New motor coaches, buses and trolley buses;0.0
Spain;2017;Annual;- Diesel (excluding hybrids);New road tractors;19588.0
Spain;2016;Annual;- Hybrid electric-diesel;New light goods vehicles;3.0
Spain;2017;Annual;- Hybrid electric-diesel;New light goods vehicles;0.0
Spain;2015;Annual;- Hybrid electric-diesel;New road tractors;0.0
Spain;2015;Annual;- Plug-in hybrid diesel-electric;New passenger cars;9.0
Spain;2017;Annual;- Plug-in hybrid diesel-electric;New motor coaches, buses and trolley buses;0.0
Switzerland;2017;Annual;- Petrol (excluding hybrids);New lorries (vehicle wt over 3500 kg);0.0
Spain;2014;Annual;Alternative (total);New lorries (vehicle wt over 3500 kg);10.0
Spain;2016;Annual;Alternative (total);New lorries (vehicle wt over 3500 kg);240.0
Spain;2006;Annual;Alternative (total);New passenger cars;17.0
Spain;2008;Annual;Alternative (total);New passenger cars;37.0
Spain;2010;Annual;Alternative (total);New passenger cars;183.0
Spain;2016;Annual;Alternative (total);New passenger cars;5314.0
Switzerland;2017;Annual;- Petrol (excluding hybrids);New passenger cars;183600.0
Switzerland;2018;Annual;- Petrol (excluding hybrids);New passenger cars;188800.0
Switzerland;2016;Annual;- Hybrid electric-petrol;New lorries (vehicle wt over 3500 kg);0.0
Switzerland;2016;Annual;Diesel;New passenger cars;125600.0
Spain;1998;Annual;Alternative (total);New motor coaches, buses and trolley buses;0.0
Spain;1999;Annual;Alternative (total);New motor coaches, buses and trolley buses;0.0
Spain;2006;Annual;Alternative (total);New motor coaches, buses and trolley buses;27.0
Spain;2014;Annual;Alternative (total);New motor coaches, buses and trolley buses;62.0
Spain;2016;Annual;Alternative (total);New road tractors;119.0
Switzerland;1996;Annual;Diesel;New motor coaches, buses and trolley buses;1550.0
Switzerland;2008;Annual;Diesel;New motor coaches, buses and trolley buses;900.0
Switzerland;2014;Annual;Diesel;New motor coaches, buses and trolley buses;700.0
Switzerland;2004;Annual;Diesel;New road tractors;915.0
Switzerland;2006;Annual;Diesel;New road tractors;1500.0
Switzerland;2010;Annual;Diesel;New road tractors;900.0
Switzerland;2014;Annual;Diesel;New road tractors;1200.0
Switzerland;2014;Annual;- Diesel (excluding hybrids);New lorries (vehicle wt over 3500 kg);0.0
Switzerland;2017;Annual;- Diesel (excluding hybrids);New lorries (vehicle wt over 3500 kg);3200.0
Switzerland;2016;Annual;- Diesel (excluding hybrids);New passenger cars;125000.0
Switzerland;2018;Annual;- Diesel (excluding hybrids);New passenger cars;90400.0
Spain;2016;Annual;- Electricity;New lorries (vehicle wt over 3500 kg);13.0
Spain;2015;Annual;- Electricity;New passenger cars;2634.0
Switzerland;2013;Annual;- Diesel (excluding hybrids);New motor coaches, buses and trolley buses;700.0
Switzerland;2015;Annual;- Diesel (excluding hybrids);New motor coaches, buses and trolley buses;700.0
Switzerland;2016;Annual;- Diesel (excluding hybrids);New motor coaches, buses and trolley buses;850.0
Switzerland;2018;Annual;- Diesel (excluding hybrids);New motor coaches, buses and trolley buses;800.0
Switzerland;2015;Annual;- Hybrid electric-diesel;New passenger cars;1100.0
Switzerland;2018;Annual;- Hybrid electric-diesel;New passenger cars;900.0
Switzerland;2016;Annual;- Hybrid electric-diesel;New road tractors;0.0
Spain;2015;Annual;- Compressed natural gas (CNG);New lorries (vehicle wt over 3500 kg);37.0
Spain;2015;Annual;- Compressed natural gas (CNG);New road tractors;6.0
Spain;2016;Annual;- Compressed natural gas (CNG);New road tractors;61.0
Spain;2017;Annual;- Compressed natural gas (CNG);New road tractors;5.0
Switzerland;1999;Annual;Alternative (total);New passenger cars;76.0
Switzerland;2012;Annual;Alternative (total);New passenger cars;8600.0
Switzerland;2013;Annual;Alternative (total);New passenger cars;2300.0
Switzerland;2015;Annual;Alternative (total);New passenger cars;5000.0
Switzerland;1993;Annual;Alternative (total);New motor coaches, buses and trolley buses;8.0
Switzerland;1996;Annual;Alternative (total);New motor coaches, buses and trolley buses;12.0
Switzerland;2004;Annual;Alternative (total);New motor coaches, buses and trolley buses;15.0
Switzerland;2009;Annual;Alternative (total);New motor coaches, buses and trolley buses;0.0
Spain;2015;Annual;- Liquefied natural gas (LNG);New motor coaches, buses and trolley buses;0.0
Spain;2014;Annual;- Liquefied natural gas (LNG);New light goods vehicles;7.0
Spain;2002;Annual;- LPG;New motor coaches, buses and trolley buses;0.0
Spain;2014;Annual;- Biodiesel;New lorries (vehicle wt over 3500 kg);0.0
Spain;2016;Annual;- Biodiesel;New lorries (vehicle wt over 3500 kg);0.0
Spain;2014;Annual;- Biodiesel;New light goods vehicles;0.0
